STATE/UT,Year,CAUSE,Male upto 14 years,Male 15-29 years,Male 30-44 years,Male 45-59 years,Male 60 years and above,Total Male,Female upto 14 years,Female 15-29 years,Female 30-44 years,Female 45-59 years,Female 60 years and above,Total Female,Grand Total
LAKSHADWEEP,2004,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2004,Total Traffic Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Drowning (Boat Capsize),0,0,0,1,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2005,Drowning(Other Cases),1,0,0,0,0,1,1,0,0,0,0,1,2
LAKSHADWEEP,2005,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total,1,0,0,1,0,2,1,0,0,0,0,1,3
LAKSHADWEEP,2005,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Drowning,1,0,0,1,0,2,1,0,0,0,0,1,3
LAKSHADWEEP,2005,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2005,Total Traffic Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Drowning (Boat Capsize),0,0,0,0,0,0,1,0,0,0,0,1,1
LAKSHADWEEP,2006,Drowning(Other Cases),1,0,0,1,0,2,1,0,0,0,0,1,3
LAKSHADWEEP,2006,Electrocution,0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2006,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Traffic Accidents (Road Accidents),0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2006,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total,1,2,0,1,0,4,2,0,0,0,0,2,6
LAKSHADWEEP,2006,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Drowning,1,0,0,1,0,2,2,0,0,0,0,2,4
LAKSHADWEEP,2006,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2006,Total Traffic Accidents,0,1,0,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Collapse of Structure(Others),0,1,1,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2007,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Drowning(Other Cases),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Sudden Deaths (Heart Attacks),0,0,0,1,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Causes Not Known,0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Total,0,1,2,1,0,4,0,0,0,0,0,0,4
LAKSHADWEEP,2007,Total Collapse,0,1,1,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2007,Total Drowning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total Fire,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total Sudden Deaths,0,0,0,1,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2007,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2007,Total Traffic Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Drowning(Other Cases),0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2008,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Other Fire Accidents,0,1,0,1,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2008,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total,0,1,1,1,0,3,0,0,0,0,0,0,3
LAKSHADWEEP,2008,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Drowning,0,0,1,0,0,1,0,0,0,0,0,0,1
LAKSHADWEEP,2008,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Fire,0,1,0,1,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2008,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2008,Total Traffic Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Drowning (Boat Capsize),0,0,0,0,1,1,2,0,0,0,0,2,3
LAKSHADWEEP,2009,Drowning(Other Cases),1,0,0,0,1,2,0,0,0,0,0,0,2
LAKSHADWEEP,2009,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other Fire Accidents,0,0,0,0,0,0,0,0,1,0,0,1,1
LAKSHADWEEP,2009,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Sudden Deaths (Heart Attacks),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Traffic Accidents (Road Accidents),0,0,2,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2009,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total,1,0,2,0,2,5,2,0,1,0,0,3,8
LAKSHADWEEP,2009,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total Drowning,1,0,0,0,2,3,2,0,0,0,0,2,5
LAKSHADWEEP,2009,Total Explosion,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total Falls,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total Fire,0,0,0,0,0,0,0,0,1,0,0,1,1
LAKSHADWEEP,2009,Total Sudden Deaths,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total Poisoning,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2009,Total Traffic Accidents,0,0,2,0,0,2,0,0,0,0,0,0,2
LAKSHADWEEP,2010,Air-Crash,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Collapse of Structure(House),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Collapse of Structure(Building),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Collapse of Structure(Dam),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Collapse of Structure(Bridge),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Collapse of Structure(Others),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Drowning (Boat Capsize),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Drowning(Other Cases),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Electrocution,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Explosion (Bomb explosion),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,"Explosion(Other explosion like Boilers,",0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Falls (Fall from Height),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Fall into Pit/Manhole,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Factory/Machine Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Fire (Fireworks/Crackers),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Fire (Short-Circuit),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Gas Cylinder/Stove Burst,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other Fire Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Fire-Arms,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Sudden Deaths (Heart Attacks),0,0,1,0,1,2,0,0,0,0,0,0,2
LAKSHADWEEP,2010,Epileptic Fits/Giddiness,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Abortions/Child Birth,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Influence of Alcohol,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Killed by animals,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Mines or quary disaster,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Food Poisioning/Accidental Intake of Ins,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Spurious/poisionous liquor,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Leakage of poisinous gases Etc.,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Snake Bite/Animal Bite,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Stampede,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Suffocation,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Traffic Accidents (Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Traffic Accidents (Rail-Road Accidents),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other Railway Accidents,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Other Causes (Please Specify),0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Causes Not Known,0,0,0,0,0,0,0,0,0,0,0,0,0
LAKSHADWEEP,2010,Total,0,0,1,0,1,2,0,0,0,0,0,0,2
LAKSHADWEEP,2010,Total Collapse,0,0,0,0,0,0,0,0,0,0,0,0,0
